"","X","id","track_name","size_mb","currency","price","rating_count_tot","rating_count_ver","user_rating","user_rating_ver","ver","cont_rating","prime_genre","sup_devices.num","ipadSc_urls.num","lang.num","vpp_lic"
"4362",5506,1039971485,"Sesame Street Alphabet Kitchen",306.875,"THB",99.866,35,1,4.5,5,"2.2","4+","Education",37,5,1,1
"4363",5507,1039971965,"Amateur Surgeon 4",113.271484375,"THB",0,2743,149,4.5,4.5,"1.6","12+","Games",38,5,10,1
"4364",5514,1040048258,"艶が～るプレミアム 女性向け恋愛ゲーム！乙女げーむ",20.2275390625,"THB",0,0,0,0,0,"1.7.3","17+","Games",37,0,1,1
"4365",5516,1040083067,"Last Empire – War Z: Zombie Strategy Game",142.1328125,"THB",0,3323,0,4,0,"1.0.138","12+","Games",40,5,2,1
"4366",5517,1040093707,"Scanner App - PDF Document Scan",91.7763671875,"THB",0,11696,2109,4.5,4.5,"3.0.1","4+","Business",37,5,13,1
"4367",5518,1040105227,"全国一斉性格テストDX",17.23046875,"THB",0,0,0,0,0,"1.6","17+","Entertainment",40,0,1,1
"4368",5519,1040120819,"One Button Travel",124.9150390625,"THB",99.866,111,6,3.5,4,"2.0.7","12+","Games",37,4,2,1
"4369",5522,1040172229,"my KONAMI Slots - Vegas Casino Slot Machine Games",208.3671875,"THB",0,13345,556,4.5,4.5,"1.19.0","12+","Games",38,5,1,1
"4370",5524,1040224715,"Smart Virtual Boyfriend",6.4189453125,"THB",0,46,6,2,2.5,"2.0","12+","Lifestyle",37,1,1,1
"4371",5525,1040227414,"Exploding Kittens® - The Official Game",204.9423828125,"THB",66.466,3980,120,4,4.5,"3.1.9","9+","Games",37,4,1,1
"4372",5527,1040366566,"盗墓之王-寻龙秘事",198.6279296875,"THB",0,0,0,0,0,"1.0.29","12+","Games",37,5,2,1
"4373",5528,1040407117,"My Rockstar Girls - Party Rock Band",129.837890625,"THB",0,63,2,3.5,5,"1.0.7","4+","Games",37,5,1,1
"4374",5529,1040417757,"Bibi & Tina: Pferdeabenteuer",594.1259765625,"THB",99.866,0,0,0,0,"1.2.1","4+","Games",38,5,1,1
"4375",5530,1040444258,"Fairy Land Rescue - Save the Magic Village",117.1357421875,"THB",0,94,4,4,5,"1.2","4+","Games",38,5,1,1
"4376",5531,1040451375,"Musicloud Pro - MP3 and FLAC Music Player for Cloud Platforms.",21.283203125,"THB",99.866,885,312,4.5,4.5,"1.5","4+","Music",38,5,14,1
"4377",5532,1040451985,"Musicloud - MP3 and FLAC Music Player for Cloud Platforms.",46.9853515625,"THB",0,2211,803,4,4.5,"1.5","4+","Music",38,5,14,1
"4378",5534,1040523600,"Zasa : An AI Story",29.796875,"THB",33.066,5,1,4.5,4,"1.2.13","4+","Games",40,4,16,1
"4379",5535,1040608649,"Mahjong Classic Board Game",64.966796875,"THB",0,10275,240,4.5,4.5,"1.1.4","4+","Games",37,3,1,1
"4380",5536,1040671838,"Star Skater",257.705078125,"THB",0,1189,180,4,4.5,"1.12.383","9+","Games",37,5,18,1
"4381",5537,1040713617,"愛しのショコラティエ いけめん恋愛ゲーム・乙女げーむ女性向け人気",162.6611328125,"THB",0,0,0,0,0,"2.12.1","17+","Games",37,0,1,1
"4382",5540,1040803415,"Thomas & Friends: Race On!",514.115234375,"THB",0,89,2,3,5,"2.1.1","4+","Games",38,5,11,1
"4383",5541,1040809311,"Assault on Arnhem",179.3701171875,"THB",166.666,12,2,2.5,3,"1.2","9+","Games",24,5,1,1
"4384",5542,1040811649,"闪瘦-健康减肥瘦身",49.626953125,"THB",0,0,0,0,0,"3.6","17+","Health & Fitness",37,0,2,1
"4385",5543,1040871937,"Dulp",40.34375,"THB",0,1660,38,4.5,4,"1.2.0","4+","Games",38,5,10,1
"4386",5544,1040930654,"A Good Snowman Is Hard To Build",90.4267578125,"THB",166.666,270,51,4.5,4.5,"1.0.9","4+","Games",40,5,1,1
"4387",5545,1040968715,"The Monsters by Tinybop",254.7763671875,"THB",99.866,46,6,4.5,4.5,"1.1.2","4+","Education",37,5,58,1
"4388",5548,1041260001,"FINAL FANTASY Ⅸ",3681.5703125,"THB",701.066,1502,63,4.5,4,"1.4.9","12+","Games",38,5,5,1
"4389",5549,1041317729,"Delicious - Emily's Tea Garden",105.51953125,"THB",333.666,95,25,2,2.5,"1.2","4+","Games",24,5,8,1
"4390",5552,1041370707,"格斗学院-社团争霸圣装崛起，热血高校一触即发",512.671875,"THB",0,62,6,4.5,5,"2.3.4","12+","Games",40,5,1,1
"4391",5554,1041406978,"DOFUS Touch",3.2109375,"THB",0,104,3,4,4,"1.9.28","12+","Games",37,5,6,1
"4392",5555,1041465860,"Model 15",196.4306640625,"THB",1001.666,298,35,5,5,"1.1.1","4+","Music",25,5,1,1
"4393",5556,1041512978,"Weather Gods",241.0693359375,"THB",99.866,187,4,4.5,5,"1.3.1","4+","Weather",37,4,5,1
"4394",5557,1041517543,"Fitbod Workout Log: Strength Lifting Bodybuilding",68.046875,"THB",0,4668,4256,5,5,"2.8.1","4+","Health & Fitness",37,0,1,1
"4395",5558,1041528293,"Bloxels: Build, Play & Share Your Own Video Games",243.4033203125,"THB",0,382,18,3.5,4,"1.4.8","4+","Education",37,5,1,1
"4396",5559,1041596399,"Boomerang from Instagram",14.9384765625,"THB",0,2373,525,3.5,3.5,"1.4.2","4+","Photo & Video",37,3,27,1
"4397",5560,1041631196,"Football Clicker",164.3505859375,"THB",0,12326,1412,4.5,5,"1.6","4+","Games",38,4,1,1
"4398",5562,1041731729,"Magnets!",26.125,"THB",0,11,11,3.5,3.5,"1.0","4+","Games",38,5,1,1
"4399",5563,1041808803,"Beat Stomper",129.765625,"THB",66.466,646,48,5,4.5,"0.4","4+","Games",40,5,1,1
"4400",5564,1041873285,"Super Phantom Cat - Be a jumping bro.",115.119140625,"THB",0,1206,23,4.5,5,"1.60","4+","Games",37,4,7,1
"4401",5565,1041898963,"Fairytale Fiasco - Sleeping Spell Rescue",139.00390625,"THB",0,201,27,4,4.5,"2.5","4+","Games",38,5,11,1
"4402",5566,1041903908,"400ステージに挑戦！ばあジャンプ",52.630859375,"THB",0,0,0,0,0,"1.0.4","4+","Games",40,3,2,1
"4403",5567,1041951266,"Titan Brawl",236.763671875,"THB",0,611,1,4.5,5,"2.4.2","9+","Games",37,5,33,1
"4404",5569,1041987123,"The Westport Independent",67.96484375,"THB",166.666,160,160,3.5,3.5,"1.0","9+","Games",40,5,1,1
"4405",5571,1042173956,"Emoji Bae - Custom Emojis",12.37890625,"THB",66.466,40,0,2.5,0,"1.5","9+","Utilities",37,0,1,1
"4406",5572,1042195779,"斗斗大冒险之我爱斗斗堂-官方正版4v4竞技抛物线手游",228.650390625,"THB",0,0,0,0,0,"3.0.4","12+","Games",37,0,1,1
"4407",5575,1042273323,"Splash Cars",173.796875,"THB",0,2094,24,4.5,5,"1.5.2","4+","Games",38,5,1,1
"4408",5577,1042298797,"The Very Hungry Caterpillar™ – Shapes & Colors",91.2568359375,"THB",99.866,7,1,5,5,"1.1","4+","Education",38,5,1,1
"4409",5578,1042299727,"Batman Unlimited: Gotham City’s Most Wanted",423.646484375,"THB",133.266,15,0,3.5,0,"1.0.6","4+","Book",37,5,4,1
"4410",5579,1042300762,"The Very Hungry Caterpillar - Creative Play",95.037109375,"THB",99.866,14,3,4,3.5,"1.2","4+","Education",40,5,12,1
"4411",5580,1042322028,"twofold inc.",36.939453125,"THB",133.266,1075,661,4.5,4.5,"1.2.0","4+","Games",38,4,11,1
"4412",5581,1042326602,"Neon Drive - '80s style arcade game",185.1513671875,"THB",133.266,1046,289,4.5,5,"1.24","4+","Games",38,5,9,1
"4413",5582,1042345185,"Candy Party: Coin Carnival Dozer",238.4638671875,"THB",0,1017,912,4.5,4.5,"7.1.0","12+","Games",38,5,1,1
"4414",5584,1042419574,"Fear For Sale: Phantom Tide HD - A Scary Hidden Object Mystery (Full)",1748.90625,"THB",233.466,83,83,4,4,"1.0.0","9+","Games",24,5,5,1
"4415",5585,1042433429,"Stage Rush: Imagine Dragons",257.8974609375,"THB",0,69,69,4.5,4.5,"2.0.7","4+","Games",38,5,1,1
"4416",5590,1042770650,"ROCKY™",329.283203125,"THB",0,989,132,4,4.5,"1.1","9+","Games",38,5,1,1
"4417",5593,1042978679,"Tiny Bone",107.9609375,"THB",0,0,0,0,0,"1.5.4","9+","Games",40,5,9,1
"4418",5594,1042987645,"Face Swap Live",85.66796875,"THB",66.466,1995,271,4,4.5,"2.1.3","12+","Photo & Video",37,5,13,1
"4419",5595,1043003599,"caRRage",352.2265625,"THB",0,671,8,4.5,5,"2.2","12+","Games",37,5,7,1
"4420",5596,1043269825,"Swap Ball - Endless Arcade Bouncer",94.673828125,"THB",0,113,113,4,4,"1.1","4+","Games",40,5,1,1
"4421",5597,1043318628,"BattleHand",190.1796875,"THB",0,4623,35,4.5,4.5,"1.2.12","9+","Games",37,5,1,1
"4422",5598,1043337296,"Hey! VINA - Where Women Meet New Friends",99.1357421875,"THB",0,719,83,3,4.5,"1.13","12+","Social Networking",37,0,1,1
"4423",5599,1043390344,"币优铺",23.091796875,"THB",0,0,0,0,0,"1.7.5","4+","Finance",38,0,2,1
"4424",5600,1043450394,"BrainTraining!!GASHAAAAAAN!!",126.1376953125,"THB",0,0,0,0,0,"1.9.2","4+","Games",38,2,1,1
"4425",5604,1043579926,"Toca Life: School",315.8642578125,"THB",99.866,1744,1096,4.5,4.5,"1.2","4+","Education",39,5,18,1
"4426",5605,1043589663,"Rayman Adventures",416.9755859375,"THB",0,11100,15,4,4.5,"2.4.0","4+","Games",37,5,16,1
"4427",5606,1043607606,"Parallels",92.359375,"THB",0,19,12,4,4,"1.1","4+","Games",40,5,1,1
"4428",5607,1043640363,"Warhammer 40,000: Freeblade",1359.5693359375,"THB",0,16879,25,4.5,4,"2.4.5","12+","Games",37,5,12,1
"4429",5608,1043689670,"Tap Cats: Idle Warfare",242.4560546875,"THB",0,313,1,4.5,5,"2.4.0","12+","Games",37,5,1,1
"4430",5609,1043714288,"The End of the World by Sean Wenham",100.9892578125,"THB",33.066,15,15,4.5,4.5,"1.0","17+","Games",38,0,1,1
"4431",5610,1043733402,"Beyond: Light Advent Collector's Edition (Full)",1293.3603515625,"THB",233.466,81,81,4,4,"1.0.0","9+","Games",37,5,4,1
"4432",5611,1043824696,"The Cooking Game- With Cute iMessage Food Stickers",93.63671875,"THB",0,340,30,4.5,4.5,"1.5.1","4+","Games",37,5,1,1
"4433",5613,1044142557,"Fits - Block Puzzle King",67.279296875,"THB",0,78,59,4.5,4.5,"3.1.0","4+","Games",37,1,2,1
"4434",5617,1044225211,"Critter Academy",514.513671875,"THB",0,43,4,3.5,5,"1.5","9+","Games",40,4,1,1
"4435",5620,1044283059,"拼多多 - 1亿人都在拼的购物App",36.5712890625,"THB",0,5,0,2.5,0,"3.23.0","4+","Shopping",38,5,5,1
"4436",5621,1044286515,"Micro Machines",245.5654296875,"THB",0,729,58,4.5,4,"1.1.11","12+","Games",37,5,1,1
"4437",5622,1044318857,"Agent Gumball - Roguelike Spy Game",534.7392578125,"THB",99.866,22,14,4,3.5,"1.0.1","9+","Games",40,5,9,1
"4438",5623,1044341430,"Maze: Subject 360 HD - A Mystery Hidden Object Game (Full)",1096.30859375,"THB",233.466,123,123,4.5,4.5,"1.0.0","9+","Games",24,5,4,1
"4439",5624,1044374093,"Halfpipe Hero - Retro Arcade Skateboarding",57.2900390625,"THB",0,532,64,4.5,4.5,"1.1.1","4+","Games",40,5,1,1
"4440",5628,1044534100,"Colored Dots -  by Ukids",220.705078125,"THB",33.066,0,0,0,0,"1.4.3","4+","Education",37,5,2,1
"4441",5629,1044534198,"Knots - The Ultimate Brain Challenge",174.41796875,"THB",0,105,0,3.5,0,"1.5.0","4+","Games",37,5,1,1
"4442",5630,1044535426,"Mobike - Dockless Bike Share",88.7880859375,"THB",0,494,11,4.5,4.5,"5.0.0","4+","Travel",37,0,3,1
"4443",5631,1044550538,"You hate me? わたしのこと きらい？",51.2783203125,"THB",0,1,1,5,5,"1.0.0","17+","Games",38,0,1,1
"4444",5633,1044671796,"Le Havre: The Inland Port",171.2958984375,"THB",166.666,21,0,4,0,"1.35","4+","Games",37,5,1,1
"4445",5634,1044677336,"Cut the Rope: Magic",184.134765625,"THB",33.066,3229,1109,4.5,4.5,"1.5.0","4+","Games",38,5,10,1
"4446",5635,1044733380,"Nevertales: Legends - A Hidden Object Adventure (Full)",738.9208984375,"THB",233.466,75,52,4.5,4.5,"1.0.2","9+","Games",37,5,3,1
"4447",5636,1044764933,"Dark Realm: Princess of Ice HD - A Mystery Hidden Object Game (Full)",1019.8359375,"THB",233.466,76,76,4,4,"1.0.0","9+","Games",24,5,3,1
"4448",5637,1044818466,"Hunting USA",315.7666015625,"THB",66.466,72,70,3.5,3.5,"1.5","12+","Games",37,5,1,1
"4449",5638,1044837432,"The Secret Order: Beyond Time HD - A Hidden Object Adventure (Full)",580.0234375,"THB",233.466,84,84,4.5,4.5,"1.0.0","9+","Games",24,5,3,1
"4450",5639,1044848003,"Surfingers",278.341796875,"THB",0,1416,16,4.5,3.5,"1.2.3","9+","Games",40,5,1,1
"4451",5640,1044867788,"Day One Journal",174.509765625,"THB",166.666,6380,71,4.5,4.5,"2.1.10","4+","Lifestyle",37,5,16,1
"4452",5641,1044871992,"Watch OWN",63.833984375,"THB",0,3895,13,4.5,4.5,"1.1.0","12+","Entertainment",37,4,1,1
"4453",5643,1044923803,"下ヨシ子の「２０１６年　あなたの流生命」",7.4013671875,"THB",0,0,0,0,0,"1.1","17+","Lifestyle",38,0,1,1
"4454",5645,1044950341,"Streaks Workout",39.669921875,"THB",99.866,56,2,3,5,"2.0.4","4+","Health & Fitness",37,5,23,1
"4455",5646,1044953131,"Smash Fu - Endless Arcade Smasher",69.2041015625,"THB",0,1086,112,4.5,4,"1.1.2","4+","Games",38,5,1,1
"4456",5650,1045102110,"Into the Dim",52.87890625,"THB",0,1521,129,4.5,4,"1.0.1","9+","Games",38,5,1,1
"4457",5651,1045164931,"Five Card Quest - Tactical RPG Battles",187.6318359375,"THB",99.866,129,40,4,4,"1.2","9+","Games",40,5,1,1
"4458",5652,1045165396,"Vlogger Go Viral - Clicker Game & Vlog Simulator",95.904296875,"THB",0,21977,563,5,5,"1.17","4+","Games",38,5,7,1
"4459",5653,1045232937,"Flipominos",29.2958984375,"THB",99.866,17,4,4.5,4.5,"1.1","4+","Games",38,5,11,1
"4460",5654,1045268097,"Inquire by Tamper",52.5087890625,"THB",33.066,40,4,4.5,5,"1.2","12+","Travel",37,0,31,1
"4461",5655,1045352003,"RadiTube - great radio player for am/fm radios",28.7412109375,"THB",0,0,0,0,0,"2.3","12+","Entertainment",37,3,1,1
"4462",5659,1045436888,"Microgolf Masters",197.2265625,"THB",0,1753,16,4,4,"1.91","4+","Games",38,5,1,1
"4463",5661,1045504326,"NO THING - Surreal Arcade Trip",122.2880859375,"THB",66.466,35,35,4.5,4.5,"1.0","9+","Games",40,5,1,1
"4464",5662,1045516045,"Flip Diving",181.0068359375,"THB",0,17012,3154,4.5,4.5,"2.7.0","12+","Games",37,5,1,1
"4465",5663,1045605097,"Interact Contacts - Do more with your Contacts!",25.5615234375,"THB",66.466,83,17,4,5,"1.2.4","4+","Productivity",37,5,1,1
"4466",5664,1045823211,"Danger Dodgers",169.29296875,"THB",0,93,79,4.5,4.5,"1.1.0","9+","Games",38,5,1,1
"4467",5665,1045850132,"モンスターマスターX【オンライン対戦型RPG（ロールプレイング・ゲーム）】",70.83984375,"THB",0,0,0,0,0,"2.0.15","9+","Games",40,5,1,1
"4468",5666,1045901853,"Geometry Dash Meltdown",52.876953125,"THB",0,117470,117470,4.5,4.5,"1.0","4+","Games",40,5,1,1
"4469",5667,1045947023,"Sacred Legends",504.1416015625,"THB",0,335,35,4,4.5,"1.1.5","12+","Games",38,5,13,1
"4470",5669,1046195811,"BO3 Ultimate Utility™ for Call of Duty Black Ops 3",45.10546875,"THB",166.666,127,12,3.5,4.5,"1.7","12+","Games",43,0,1,1
"4471",5670,1046280177,"Halloween Makeover: Spa, Makeup & Dressup Salon",94.6591796875,"THB",66.466,7,3,5,5,"9999.1.2","4+","Games",40,5,1,1
"4472",5671,1046345589,"GameDay College Football Radio - Live Games, Scores, News, Highlights, Videos, Schedule, and Rankings",18.23046875,"THB",66.466,12,10,4,4,"1.1","4+","Sports",38,0,1,1
"4473",5673,1046429579,"Gang City",155.83203125,"THB",0,251,34,2.5,3,"5.3","17+","Games",40,4,1,1
"4474",5674,1046432580,"Why You Lying?",44.8037109375,"THB",0,355,29,2.5,2.5,"2.1","12+","Entertainment",37,4,1,1
"4475",5675,1046448102,"そら案内",99.4638671875,"THB",0,0,0,0,0,"6.1.2","4+","Weather",37,5,1,1
"4476",5676,1046480662,"Pocket Glasses PRO - text magnifier app",8.560546875,"THB",133.266,18,0,2,0,"1.07","4+","Utilities",37,3,1,1
"4477",5677,1046505126,"Lane Racer",129.171875,"THB",0,67,15,3.5,3.5,"1.3","4+","Games",38,5,23,1
"4478",5678,1046510029,"Bose Connect",88.255859375,"THB",0,915,104,3,2.5,"4.1.0","4+","Music",35,5,19,1
"4479",5679,1046553860,"A Tiny Game of Pong",1.9189453125,"THB",66.466,99,36,4,4,"1.1","4+","Games",37,0,1,1
"4480",5680,1046593064,"Disney Crossy Road",178.6064453125,"THB",0,38571,1223,4.5,4.5,"2.901.17125","4+","Games",37,5,10,1
"4481",5681,1046598440,"Zemoji Zombie Emoji - Halloween iMessage Stickers",45.294921875,"THB",33.066,1,1,4,4,"1.5","9+","Entertainment",37,5,1,1
"4482",5682,1046617847,"Pull My Tongue",244.6728515625,"THB",33.066,559,172,4,4,"1.3.2","9+","Games",40,5,1,1
"4483",5683,1046621147,"Indoor soccer – football Dream league journey",72.130859375,"THB",0,58,7,2.5,1,"1.01","4+","Games",38,4,1,1
"4484",5684,1046684325,"Sam’s Club Scan & Go",30.9658203125,"THB",0,5448,371,4.5,5,"1.4.5","4+","Shopping",37,0,1,1
"4485",5685,1046694770,"Sesame Street Makes Music",162.8828125,"THB",99.866,22,7,4,3.5,"1.06","4+","Education",38,5,1,1
"4486",5687,1046787882,"洋菓子店ローズ ～ほのぼの再建記～",98.2548828125,"THB",0,20,0,4.5,0,"1.0.18","4+","Games",40,4,3,1
"4487",5688,1046824077,"Cat Monsters",83.4140625,"THB",0,7,0,4,0,"2.2","4+","Games",38,0,5,1
"4488",5689,1046846443,"Hungry Shark World",908.1103515625,"THB",0,24057,340,4.5,4.5,"2.1.0","12+","Games",37,5,12,1
"4489",5690,1046884557,"Filterra – Photo Editor",79.5537109375,"THB",133.266,366,81,4.5,4.5,"1.5","4+","Photo & Video",37,5,13,1
"4490",5691,1047042828,"Eat Game",56.01171875,"THB",0,0,0,0,0,"1.0.4","4+","Games",37,3,2,1
"4491",5693,1047113274,"【謎解き】罪と罰-ノベルゲーム型 推理アドベンチャー",37.4150390625,"THB",0,5,0,4,0,"1.9","12+","Book",37,0,1,1
"4492",5694,1047118827,"Axe in Face 2",166.150390625,"THB",0,190,48,4.5,4.5,"1.1.8","9+","Games",38,4,1,1
"4493",5695,1047205902,"Cops & Robbers!",162.6494140625,"THB",0,328,89,4,3.5,"1.2","4+","Games",38,5,23,1
"4494",5696,1047246341,"Candy Crush Jelly Saga",187.2724609375,"THB",0,32395,469,4,4.5,"1.42.13","4+","Games",40,5,6,1
"4495",5697,1047264616,"Papa's Cupcakeria HD",51.15234375,"THB",99.866,359,164,4.5,4.5,"1.0.1","4+","Games",24,5,1,1
"4496",5698,1047340501,"MuseCam - Edit Photos & Manual Camera",16.087890625,"THB",0,4267,800,4.5,4.5,"1.2.2","4+","Photo & Video",37,5,2,1
"4497",5699,1047354020,"Ticket Drops",38.0625,"THB",66.466,59,32,2.5,2.5,"1.3.1","17+","Entertainment",37,0,1,1
"4498",5703,1047566421,"BFB Champions 2.0 ~Football Club Manager~",188.7998046875,"THB",0,33,0,4,0,"2.1.0","4+","Games",38,5,3,1
"4499",5704,1047595823,"Geometry Lock",135.2958984375,"THB",0,140,140,3.5,3.5,"1.0","4+","Games",38,5,23,1
"4500",5705,1047605171,"歌手発掘 動画投稿アプリ  カラオケ！sing!  App Star",39.8330078125,"THB",0,0,0,0,0,"1.8.1","17+","Entertainment",37,0,2,1
"4501",5707,1047610405,"Rope Racers - Fun Multiplayer Racing Game",130.8974609375,"THB",0,404,9,4,4.5,"1.7.2","9+","Games",38,5,9,1
"4502",5708,1047653834,"Ball Maze!",144.4619140625,"THB",0,110,27,3,3.5,"1.2","4+","Games",40,5,23,1
"4503",5710,1047666264,"Ultimate Briefcase",54.4287109375,"THB",0,343,130,4,4.5,"1.0.6","9+","Games",43,5,1,1
"4504",5711,1047713034,"Burgers & Shakes - Fast Food Maker",248.041015625,"THB",0,84,34,4,4,"1.3","4+","Games",38,5,11,1
"4505",5712,1047713752,"Yummy Birthday - Party Food Maker",215.76171875,"THB",0,151,42,4,4,"1.2","4+","Games",40,5,11,1
"4506",5713,1047733214,"Learn 2 Fly",336.9140625,"THB",0,258,258,4,4,"1.0","4+","Games",38,2,1,1
"4507",5714,1047755798,"Phantasmat: The Endless Night - A Mystery Hidden Object Game (Full)",1166.57421875,"THB",99.866,13,7,4.5,4,"1.0.2","9+","Games",38,0,4,1
"4508",5715,1047755932,"Phantasmat: The Endless Night HD - A Mystery Hidden Object Game (Full)",1163.44921875,"THB",233.466,41,17,4.5,4.5,"1.0.2","9+","Games",24,5,4,1
"4509",5716,1047763490,"FreeSpeech - Build Language and Learn Grammar",188.134765625,"THB",333.666,15,1,4,5,"1.4","4+","Education",37,5,2,1
"4510",5717,1047808261,"FUNDO［ファンドゥ］- 話題のネタを毎日更新！無料ニュースメディア",16.482421875,"THB",0,0,0,0,0,"1.0.1","17+","Entertainment",37,0,1,1
"4511",5718,1047821816,"Wild Kratts Baby Buddies",667.4140625,"THB",66.466,22,15,3,3.5,"1.1","4+","Education",37,5,1,1
"4512",5719,1047840202,"PBS KIDS ScratchJr",98.224609375,"THB",0,38,5,4,4,"1.2.2","4+","Education",24,5,1,1
"4513",5720,1047844240,"魔女の泉",231.0029296875,"THB",99.866,0,0,0,0,"1.33","9+","Games",40,5,1,1
"4514",5721,1047961826,"Rodeo Stampede - Sky Zoo Safari",241.1142578125,"THB",0,19199,189,4.5,4.5,"1.8.2","4+","Games",38,5,12,1
"4515",5722,1048018108,"艺龙旅行Pro-酒店预订专家",136.01953125,"THB",33.066,0,0,0,0,"9.28.0","17+","Travel",37,0,1,1
"4516",5723,1048026594,"MaxCurve - Photo editor for pro photography",38.21484375,"THB",133.266,375,60,4.5,5,"2.4","4+","Photo & Video",38,5,18,1
"4517",5725,1048130311,"Shuffle Cats",150.5234375,"THB",0,4499,106,4,4,"1.2.58","4+","Games",40,5,12,1
"4518",5726,1048139188,"Matt Duchene's Hockey Classic",373.4609375,"THB",133.266,63,53,4.5,4.5,"1.1.1","12+","Games",38,5,7,1
"4519",5727,1048228014,"Blaze and the Monster Machines Dinosaur Rescue HD",394.2421875,"THB",166.666,21,21,3,3,"1.0","4+","Education",24,5,1,1
"4520",5728,1048260999,"Blaze and the Monster Machines Dinosaur Rescue",394.41015625,"THB",99.866,3,3,4.5,4.5,"1.0","4+","Education",38,0,1,1
"4521",5730,1048277914,"Midnight Calling: Anabel - A Mystery Hidden Object Game (Full)",716.845703125,"THB",233.466,88,88,4.5,4.5,"1.0.0","9+","Games",38,5,5,1
"4522",5735,1048505998,"Earth Defender S - Trillion Battle Game",102.0166015625,"THB",0,16,9,4.5,5,"1.0.3","9+","Games",40,5,2,1
"4523",5736,1048506340,"Billion Hunter - Casual Monster Clicker RPG",263.955078125,"THB",0,26,15,4,4,"1.0.13","9+","Games",40,5,12,1
"4524",5738,1048542880,"War of Warship:Pacific War",104.828125,"THB",0,526,14,3,1.5,"2.2.0","12+","Games",37,5,1,1
"4525",5740,1048559057,"Rooms of Doom",543.263671875,"THB",0,539,13,4.5,5,"1.1.5","4+","Games",38,5,3,1
"4526",5743,1048629983,"Adventures of Mana",469.482421875,"THB",467.266,134,30,4.5,4.5,"1.0.7","9+","Games",38,5,2,1
"4527",5745,1048696422,"PE Servers - Custom Keyboard for Minecraft Pocket Edition",11.0810546875,"THB",99.866,77,28,3,3.5,"1.1","4+","Games",37,4,1,1
"4528",5746,1048702554,"Battle Bears Overclock FPS Epic Multiplayer Shooting Games",442.9638671875,"THB",0,709,142,3.5,4,"1.2","12+","Games",37,5,1,1
"4529",5748,1048831615,"Train Driver Journey 8 - Winter in the Alps",251.7939453125,"THB",33.066,50,50,4.5,4.5,"1.0","4+","Games",38,5,1,1
"4530",5749,1048838824,"Dead Center",10.4296875,"THB",0,81,9,3.5,4,"1.2","4+","Games",40,5,1,1
"4531",5751,1048849149,"ゴールできたら神！！2",12.9765625,"THB",0,0,0,0,0,"1.0.1","4+","Games",40,5,2,1
"4532",5754,1048868250,"都市异能小说-全本经典有声小说听书阅读神器",24.7734375,"THB",0,0,0,0,0,"1.0.1","12+","Book",40,0,3,1
"4533",5755,1048881232,"Little Panda's Candy Shop - Lollipop Factory",396.6201171875,"THB",0,84,0,4,0,"9.12.0001","4+","Education",38,5,10,1
"4534",5758,1048896882,"Big Bang Racing",241.3466796875,"THB",0,2758,26,4.5,4.5,"3.3.8","9+","Games",37,5,7,1
"4535",5759,1048899002,"Simple Camera - Fast Minimal Design",70.9873046875,"THB",0,3,3,5,5,"3.0.1","4+","Photo & Video",37,5,2,1
"4536",5761,1048914472,"TOEIC®TEST実力判定『アプトレ』",107.0302734375,"THB",33.066,0,0,0,0,"1.0.5","4+","Education",37,0,1,1
"4537",5762,1048925081,"お前は俺の女だろーが【胸キュン恋愛、リア充ストーリー！？】",34.220703125,"THB",0,0,0,0,0,"1.0.2","9+","Games",40,2,1,1
"4538",5763,1049078653,"NFL Gridiron from Panini - Card Collecting-Trading",77.0146484375,"THB",0,257,1,3.5,2,"2.0.1","12+","Sports",37,5,10,1
"4539",5767,1049201894,"召喚AKUMA/悪魔合体召喚～育成シミュレーションRPGゲーム",55.021484375,"THB",0,0,0,0,0,"1.1.1","4+","Games",37,0,2,1
"4540",5771,1049234587,"Sweat: Kayla Itsines' Bikini Body Fitness Workouts",101.615234375,"THB",0,3788,363,3.5,4.5,"3.0.2","4+","Health & Fitness",37,5,8,1
"4541",5772,1049254261,"Textastic Code Editor 6",22.2109375,"THB",333.666,93,17,4.5,5,"6.3.2","17+","Productivity",37,5,2,1
"4542",5773,1049257954,"Maximum Car",169.5927734375,"THB",0,256,14,4,4,"1.0.6","9+","Games",40,2,1,1
"4543",5775,1049316554,"「おつぼね」“あるある”エンターテイメントストーリー：OTUBO（お局）",120.40234375,"THB",0,0,0,0,0,"1.0.3","17+","Entertainment",38,5,1,1
"4544",5776,1049316924,"Changes - Face Tracker",24.08984375,"THB",99.866,90,31,2.5,2.5,"2.3","4+","Photo & Video",37,0,14,1
"4545",5777,1049321283,"Univision NOW – Stream TV en Vivo y On Demand",78.888671875,"THB",0,329,11,2,2,"2.8","12+","Entertainment",37,5,2,1
"4546",5778,1049351079,"Fitness - Gym and Home Workout,my Exercise Journal",149.2548828125,"THB",99.866,78,1,5,1,"1.11.1","4+","Health & Fitness",38,5,7,1
"4547",5780,1049386519,"Tiny Rogue",53.7548828125,"THB",99.866,296,296,4,4,"1.0","12+","Games",40,5,1,1
"4548",5782,1049649831,"Puzzle Game for Brain Training!! PITATTO!!",63.103515625,"THB",0,0,0,0,0,"1.4.1","4+","Games",37,2,5,1
"4549",5783,1049682098,"TopBuzz: Best Viral Videos, GIFs, TV & News",79.3427734375,"THB",0,692,29,4.5,5,"3.6.2","17+","News",37,5,4,1
